persona,weapon,rarity,cycleSeconds,cycleDamageBeforeMitigation,uninterruptedSingleTargetDPS,skillCooldownSeconds,skillKind,range
FireworksEnthusiast,FinaleRocket,Rare,0.9963,104.985,105.371,6.9,aoe,30
FireworksEnthusiast,FinaleRocket,Common,0.9963,91.291,91.627,7.5,aoe,30
FireworksEnthusiast,HOAClipboard,Legendary,0.5631,75.504,134.075,6.0,aoe,8
FireworksEnthusiast,HOAClipboard,Unique,0.5631,65.437,116.198,6.45,aoe,8
FireworksEnthusiast,HOAClipboard,Rare,0.5631,57.886,102.791,6.9,aoe,8
FireworksEnthusiast,HOAClipboard,Common,0.5631,50.336,89.383,7.5,aoe,8
FireworksEnthusiast,BoogieBoard,Legendary,0.6168,82.368,133.545,6.0,aoe,11
FireworksEnthusiast,BoogieBoard,Unique,0.6168,71.386,115.739,6.45,aoe,11
FireworksEnthusiast,BoogieBoard,Rare,0.6168,63.149,102.385,6.9,aoe,11
FireworksEnthusiast,BoogieBoard,Common,0.6168,54.912,89.03,7.5,aoe,11
LizardBreath,BareHands,Legendary,0.8222,82.8,100.703,5.2,beam,8
LizardBreath,BareHands,Unique,0.8222,71.76,87.276,5.59,beam,8
LizardBreath,BareHands,Rare,0.8222,63.48,77.205,5.98,beam,8
LizardBreath,BareHands,Common,0.8222,55.2,67.135,6.5,beam,8
LizardBreath,FlipFlopSlap,Legendary,0.715,89.976,125.845,5.2,beam,9
LizardBreath,FlipFlopSlap,Unique,0.715,77.979,109.066,5.59,beam,9
LizardBreath,FlipFlopSlap,Rare,0.715,68.982,96.481,5.98,beam,9
LizardBreath,FlipFlopSlap,Common,0.715,59.984,83.897,6.5,beam,9
LizardBreath,LawnDart,Legendary,0.9673,117.079,121.035,5.2,beam,22
LizardBreath,LawnDart,Unique,0.9673,101.469,104.897,5.59,beam,22
LizardBreath,LawnDart,Rare,0.9673,89.761,92.793,5.98,beam,22
LizardBreath,LawnDart,Common,0.9673,78.053,80.69,6.5,beam,22
LizardBreath,GolfClub,Legendary,0.9136,104.328,114.197,5.2,beam,12
LizardBreath,GolfClub,Unique,0.9136,90.418,98.971,5.59,beam,12
LizardBreath,GolfClub,Rare,0.9136,79.985,87.551,5.98,beam,12
LizardBreath,GolfClub,Common,0.9136,69.552,76.131,6.5,beam,12
LizardBreath,GatorWrestleGloves,Legendary,1.0278,118.68,115.472,5.2,beam,10
LizardBreath,GatorWrestleGloves,Unique,1.0278,102.856,100.076,5.59,beam,10
LizardBreath,GatorWrestleGloves,Rare,1.0278,90.988,88.529,5.98,beam,10
LizardBreath,GatorWrestleGloves,Common,1.0278,79.12,76.982,6.5,beam,10
LizardBreath,RomanCandle,Legendary,0.8222,97.152,118.158,5.2,beam,26
LizardBreath,RomanCandle,Unique,0.8222,84.198,102.403,5.59,beam,26
LizardBreath,RomanCandle,Rare,0.8222,74.483,90.588,5.98,beam,26
LizardBreath,RomanCandle,Common,0.8222,64.768,78.772,6.5,beam,26
LizardBreath,SnakeLasso,Legendary,0.8655,105.777,122.215,5.2,beam,20
LizardBreath,SnakeLasso,Unique,0.8655,91.673,105.92,5.59,beam,20
LizardBreath,SnakeLasso,Rare,0.8655,81.096,93.698,5.98,beam,20
LizardBreath,SnakeLasso,Common,0.8655,70.518,81.477,6.5,beam,20
LizardBreath,SpillSkimmer,Legendary,0.7831,93.564,119.484,5.2,beam,11
LizardBreath,SpillSkimmer,Unique,0.7831,81.089,103.553,5.59,beam,11
LizardBreath,SpillSkimmer,Rare,0.7831,71.732,91.604,5.98,beam,11
LizardBreath,SpillSkimmer,Common,0.7831,62.376,79.656,6.5,beam,11
LizardBreath,PoolNoodle,Legendary,0.6325,79.212,125.241,5.2,beam,14
LizardBreath,PoolNoodle,Unique,0.6325,68.65,108.542,5.59,beam,14
LizardBreath,PoolNoodle,Rare,0.6325,60.729,96.018,5.98,beam,14
LizardBreath,PoolNoodle,Common,0.6325,52.808,83.494,6.5,beam,14
LizardBreath,CoolerLid,Legendary,0.7475,86.388,115.573,5.2,beam,8
LizardBreath,CoolerLid,Unique,0.7475,74.87,100.163,5.59,beam,8
LizardBreath,CoolerLid,Rare,0.7475,66.231,88.606,5.98,beam,8
LizardBreath,CoolerLid,Common,0.7475,57.592,77.049,6.5,beam,8
LizardBreath,BeachUmbrella,Legendary,0.9343,97.152,103.979,5.2,beam,13
LizardBreath,BeachUmbrella,Unique,0.9343,84.198,90.115,5.59,beam,13
LizardBreath,BeachUmbrella,Rare,0.9343,74.483,79.717,5.98,beam,13
LizardBreath,BeachUmbrella,Common,0.9343,64.768,69.319,6.5,beam,13
LizardBreath,FireExtinguisher,Legendary,0.8222,89.976,109.43,5.2,beam,18
LizardBreath,FireExtinguisher,Unique,0.8222,77.979,94.84,5.59,beam,18
LizardBreath,FireExtinguisher,Rare,0.8222,68.982,83.897,5.98,beam,18
LizardBreath,FireExtinguisher,Common,0.8222,59.984,72.954,6.5,beam,18
LizardBreath,TrafficCone,Legendary,0.7831,98.242,125.458,5.2,beam,16
LizardBreath,TrafficCone,Unique,0.7831,85.143,108.73,5.59,beam,16
LizardBreath,TrafficCone,Rare,0.7831,75.319,96.184,5.98,beam,16
LizardBreath,TrafficCone,Common,0.7831,65.495,83.639,6.5,beam,16
LizardBreath,KayakPaddle,Legendary,0.8222,100.74,122.522,5.2,beam,12
LizardBreath,KayakPaddle,Unique,0.8222,87.308,106.185,5.59,beam,12
LizardBreath,KayakPaddle,Rare,0.8222,77.234,93.933,5.98,beam,12
LizardBreath,KayakPaddle,Common,0.8222,67.16,81.681,6.5,beam,12
LizardBreath,BugZapper,Legendary,0.8655,107.916,124.687,5.2,beam,9
LizardBreath,BugZapper,Unique,0.8655,93.527,108.062,5.59,beam,9
LizardBreath,BugZapper,Rare,0.8655,82.736,95.593,5.98,beam,9
LizardBreath,BugZapper,Common,0.8655,71.944,83.124,6.5,beam,9
LizardBreath,WaterBalloonSling,Legendary,0.7475,86.388,115.573,5.2,beam,24
LizardBreath,WaterBalloonSling,Unique,0.7475,74.87,100.163,5.59,beam,24
LizardBreath,WaterBalloonSling,Rare,0.7475,66.231,88.606,5.98,beam,24
LizardBreath,WaterBalloonSling,Common,0.7475,57.592,77.049,6.5,beam,24
LizardBreath,ShoppingCart,Legendary,1.0963,115.092,104.983,5.2,beam,11
LizardBreath,ShoppingCart,Unique,1.0963,99.746,90.985,5.59,beam,11
LizardBreath,ShoppingCart,Rare,1.0963,88.237,80.487,5.98,beam,11
LizardBreath,ShoppingCart,Common,1.0963,76.728,69.988,6.5,beam,11
LizardBreath,PelicanBeakReplica,Legendary,0.8222,104.328,126.885,5.2,beam,10
LizardBreath,PelicanBeakReplica,Unique,0.8222,90.418,109.967,5.59,beam,10
LizardBreath,PelicanBeakReplica,Rare,0.8222,79.985,97.279,5.98,beam,10
LizardBreath,PelicanBeakReplica,Common,0.8222,69.552,84.59,6.5,beam,10
LizardBreath,OilBarrelLid,Legendary,1.0278,117.079,113.915,5.2,beam,19
LizardBreath,OilBarrelLid,Unique,1.0278,101.469,98.726,5.59,beam,19
LizardBreath,OilBarrelLid,Rare,1.0278,89.761,87.335,5.98,beam,19
LizardBreath,OilBarrelLid,Common,1.0278,78.053,75.943,6.5,beam,19
LizardBreath,TikiTorch,Legendary,0.8937,97.152,108.705,5.2,beam,11
LizardBreath,TikiTorch,Unique,0.8937,84.198,94.211,5.59,beam,11
LizardBreath,TikiTorch,Rare,0.8937,74.483,83.341,5.98,beam,11
LizardBreath,TikiTorch,Common,0.8937,64.768,72.47,6.5,beam,11
LizardBreath,Skateboard,Legendary,0.6852,93.564,136.553,5.2,beam,10
LizardBreath,Skateboard,Unique,0.6852,81.089,118.346,5.59,beam,10
LizardBreath,Skateboard,Rare,0.6852,71.732,104.691,5.98,beam,10
LizardBreath,Skateboard,Common,0.6852,62.376,91.035,6.5,beam,10
LizardBreath,FishSmack,Legendary,0.8222,100.74,122.522,5.2,beam,9
LizardBreath,FishSmack,Unique,0.8222,87.308,106.185,5.59,beam,9
LizardBreath,FishSmack,Rare,0.8222,77.234,93.933,5.98,beam,9
LizardBreath,FishSmack,Common,0.8222,67.16,81.681,6.5,beam,9
LizardBreath,NewspaperRoll,Legendary,0.6578,82.8,125.878,5.2,beam,8
LizardBreath,NewspaperRoll,Unique,0.6578,71.76,109.095,5.59,beam,8
LizardBreath,NewspaperRoll,Rare,0.6578,63.48,96.507,5.98,beam,8
LizardBreath,NewspaperRoll,Common,0.6578,55.2,83.919,6.5,beam,8
LizardBreath,NetGun,Legendary,0.9136,75.624,82.778,5.2,beam,20
LizardBreath,NetGun,Unique,0.9136,65.541,71.741,5.59,beam,20
LizardBreath,NetGun,Rare,0.9136,57.978,63.463,5.98,beam,20
LizardBreath,NetGun,Common,0.9136,50.416,55.185,6.5,beam,20
LizardBreath,SludgeHose,Legendary,0.9673,104.328,107.853,5.2,beam,22
LizardBreath,SludgeHose,Unique,0.9673,90.418,93.472,5.59,beam,22
LizardBreath,SludgeHose,Rare,0.9673,79.985,82.687,5.98,beam,22
LizardBreath,SludgeHose,Common,0.9673,69.552,71.902,6.5,beam,22
LizardBreath,FinaleRocket,Legendary,1.265,154.753,122.339,5.2,beam,30
LizardBreath,FinaleRocket,Unique,1.265,134.119,106.027,5.59,beam,30
LizardBreath,FinaleRocket,Rare,1.265,118.644,93.793,5.98,beam,30
LizardBreath,FinaleRocket,Common,1.265,103.169,81.559,6.5,beam,30
LizardBreath,HOAClipboard,Legendary,0.715,89.976,125.845,5.2,beam,8
LizardBreath,HOAClipboard,Unique,0.715,77.979,109.066,5.59,beam,8
LizardBreath,HOAClipboard,Rare,0.715,68.982,96.481,5.98,beam,8
LizardBreath,HOAClipboard,Common,0.715,59.984,83.897,6.5,beam,8
LizardBreath,BoogieBoard,Legendary,0.7831,97.152,124.066,5.2,beam,11
LizardBreath,BoogieBoard,Unique,0.7831,84.198,107.524,5.59,beam,11
LizardBreath,BoogieBoard,Rare,0.7831,74.483,95.117,5.98,beam,11
LizardBreath,BoogieBoard,Common,0.7831,64.768,82.71,6.5,beam,11
TurtlePaladin,BareHands,Legendary,0.8,74.97,93.712,7.2,shield,8
TurtlePaladin,BareHands,Unique,0.8,64.974,81.217,7.74,shield,8
TurtlePaladin,BareHands,Rare,0.8,57.477,71.846,8.28,shield,8
TurtlePaladin,BareHands,Common,0.8,49.98,62.475,9,shield,8
TurtlePaladin,FlipFlopSlap,Legendary,0.6957,81.931,117.777,7.2,shield,9
TurtlePaladin,FlipFlopSlap,Unique,0.6957,71.007,102.073,7.74,shield,9
TurtlePaladin,FlipFlopSlap,Rare,0.6957,62.814,90.295,8.28,shield,9
TurtlePaladin,FlipFlopSlap,Common,0.6957,54.621,78.518,9,shield,9
TurtlePaladin,LawnDart,Legendary,0.9412,107.957,114.704,7.2,shield,22
TurtlePaladin,LawnDart,Unique,0.9412,93.563,99.41,7.74,shield,22
TurtlePaladin,LawnDart,Rare,0.9412,82.767,87.94,8.28,shield,22
TurtlePaladin,LawnDart,Common,0.9412,71.971,76.469,9,shield,22
TurtlePaladin,GolfClub,Legendary,0.8889,95.855,107.836,7.2,shield,12
TurtlePaladin,GolfClub,Unique,0.8889,83.074,93.458,7.74,shield,12
TurtlePaladin,GolfClub,Rare,0.8889,73.488,82.675,8.28,shield,12
TurtlePaladin,GolfClub,Common,0.8889,63.903,71.891,9,shield,12
TurtlePaladin,GatorWrestleGloves,Legendary,1.0,109.778,109.778,7.2,shield,10
TurtlePaladin,GatorWrestleGloves,Unique,1.0,95.141,95.141,7.74,shield,10
TurtlePaladin,GatorWrestleGloves,Rare,1.0,84.163,84.163,8.28,shield,10
TurtlePaladin,GatorWrestleGloves,Common,1.0,73.185,73.185,9,shield,10
TurtlePaladin,RomanCandle,Legendary,0.8,88.893,111.116,7.2,shield,26
TurtlePaladin,RomanCandle,Unique,0.8,77.041,96.301,7.74,shield,26
TurtlePaladin,RomanCandle,Rare,0.8,68.151,85.189,8.28,shield,26
TurtlePaladin,RomanCandle,Common,0.8,59.262,74.078,9,shield,26
TurtlePaladin,SnakeLasso,Legendary,0.8421,96.992,115.179,7.2,shield,20
TurtlePaladin,SnakeLasso,Unique,0.8421,84.06,99.821,7.74,shield,20
TurtlePaladin,SnakeLasso,Rare,0.8421,74.361,88.304,8.28,shield,20
TurtlePaladin,SnakeLasso,Common,0.8421,64.662,76.786,9,shield,20
TurtlePaladin,SpillSkimmer,Legendary,0.7619,85.412,112.104,7.2,shield,11
TurtlePaladin,SpillSkimmer,Unique,0.7619,74.024,97.156,7.74,shield,11
TurtlePaladin,SpillSkimmer,Rare,0.7619,65.483,85.946,8.28,shield,11
TurtlePaladin,SpillSkimmer,Common,0.7619,56.941,74.736,9,shield,11
TurtlePaladin,PoolNoodle,Legendary,0.6154,71.489,116.17,7.2,shield,14
TurtlePaladin,PoolNoodle,Unique,0.6154,61.957,100.681,7.74,shield,14
TurtlePaladin,PoolNoodle,Rare,0.6154,54.808,89.064,8.28,shield,14
TurtlePaladin,PoolNoodle,Common,0.6154,47.66,77.447,9,shield,14
TurtlePaladin,CoolerLid,Legendary,0.7273,78.451,107.87,7.2,shield,8
TurtlePaladin,CoolerLid,Unique,0.7273,67.991,93.487,7.74,shield,8
TurtlePaladin,CoolerLid,Rare,0.7273,60.146,82.7,8.28,shield,8
TurtlePaladin,CoolerLid,Common,0.7273,52.3,71.913,9,shield,8
TurtlePaladin,BeachUmbrella,Legendary,0.9091,88.893,97.782,7.2,shield,13
TurtlePaladin,BeachUmbrella,Unique,0.9091,77.041,84.745,7.74,shield,13
TurtlePaladin,BeachUmbrella,Rare,0.9091,68.151,74.966,8.28,shield,13
TurtlePaladin,BeachUmbrella,Common,0.9091,59.262,65.188,9,shield,13
TurtlePaladin,FireExtinguisher,Legendary,0.8,81.931,102.414,7.2,shield,18
TurtlePaladin,FireExtinguisher,Unique,0.8,71.007,88.759,7.74,shield,18
TurtlePaladin,FireExtinguisher,Rare,0.8,62.814,78.518,8.28,shield,18
TurtlePaladin,FireExtinguisher,Common,0.8,54.621,68.276,9,shield,18
TurtlePaladin,TrafficCone,Legendary,0.7619,89.683,117.709,7.2,shield,16
TurtlePaladin,TrafficCone,Unique,0.7619,77.725,102.014,7.74,shield,16
TurtlePaladin,TrafficCone,Rare,0.7619,68.757,90.243,8.28,shield,16
TurtlePaladin,TrafficCone,Common,0.7619,59.789,78.473,9,shield,16
TurtlePaladin,KayakPaddle,Legendary,0.8,92.374,115.467,7.2,shield,12
TurtlePaladin,KayakPaddle,Unique,0.8,80.057,100.072,7.74,shield,12
TurtlePaladin,KayakPaddle,Rare,0.8,70.82,88.525,8.28,shield,12
TurtlePaladin,KayakPaddle,Common,0.8,61.583,76.978,9,shield,12
TurtlePaladin,BugZapper,Legendary,0.8421,99.335,117.961,7.2,shield,9
TurtlePaladin,BugZapper,Unique,0.8421,86.091,102.233,7.74,shield,9
TurtlePaladin,BugZapper,Rare,0.8421,76.157,90.436,8.28,shield,9
TurtlePaladin,BugZapper,Common,0.8421,66.224,78.64,9,shield,9
TurtlePaladin,WaterBalloonSling,Legendary,0.7273,78.451,107.87,7.2,shield,24
TurtlePaladin,WaterBalloonSling,Unique,0.7273,67.991,93.487,7.74,shield,24
TurtlePaladin,WaterBalloonSling,Rare,0.7273,60.146,82.7,8.28,shield,24
TurtlePaladin,WaterBalloonSling,Common,0.7273,52.3,71.913,9,shield,24
TurtlePaladin,ShoppingCart,Legendary,1.0667,106.297,99.653,7.2,shield,11
TurtlePaladin,ShoppingCart,Unique,1.0667,92.124,86.366,7.74,shield,11
TurtlePaladin,ShoppingCart,Rare,1.0667,81.494,76.401,8.28,shield,11
TurtlePaladin,ShoppingCart,Common,1.0667,70.864,66.435,9,shield,11
TurtlePaladin,PelicanBeakReplica,Legendary,0.8,95.855,119.818,7.2,shield,10
TurtlePaladin,PelicanBeakReplica,Unique,0.8,83.074,103.842,7.74,shield,10
TurtlePaladin,PelicanBeakReplica,Rare,0.8,73.488,91.861,8.28,shield,10
TurtlePaladin,PelicanBeakReplica,Common,0.8,63.903,79.879,9,shield,10
TurtlePaladin,OilBarrelLid,Legendary,1.0,107.957,107.957,7.2,shield,19
TurtlePaladin,OilBarrelLid,Unique,1.0,93.563,93.563,7.74,shield,19
TurtlePaladin,OilBarrelLid,Rare,1.0,82.767,82.767,8.28,shield,19
TurtlePaladin,OilBarrelLid,Common,1.0,71.971,71.971,9,shield,19
TurtlePaladin,TikiTorch,Legendary,0.8696,88.893,102.227,7.2,shield,11
TurtlePaladin,TikiTorch,Unique,0.8696,77.041,88.597,7.74,shield,11
TurtlePaladin,TikiTorch,Rare,0.8696,68.151,78.374,8.28,shield,11
TurtlePaladin,TikiTorch,Common,0.8696,59.262,68.151,9,shield,11
TurtlePaladin,Skateboard,Legendary,0.6667,85.412,128.118,7.2,shield,10
TurtlePaladin,Skateboard,Unique,0.6667,74.024,111.036,7.74,shield,10
TurtlePaladin,Skateboard,Rare,0.6667,65.483,98.224,8.28,shield,10
TurtlePaladin,Skateboard,Common,0.6667,56.941,85.412,9,shield,10
TurtlePaladin,FishSmack,Legendary,0.8,92.374,115.467,7.2,shield,9
TurtlePaladin,FishSmack,Unique,0.8,80.057,100.072,7.74,shield,9
TurtlePaladin,FishSmack,Rare,0.8,70.82,88.525,8.28,shield,9
TurtlePaladin,FishSmack,Common,0.8,61.583,76.978,9,shield,9
TurtlePaladin,NewspaperRoll,Legendary,0.64,74.97,117.141,7.2,shield,8
TurtlePaladin,NewspaperRoll,Unique,0.64,64.974,101.522,7.74,shield,8
TurtlePaladin,NewspaperRoll,Rare,0.64,57.477,89.808,8.28,shield,8
TurtlePaladin,NewspaperRoll,Common,0.64,49.98,78.094,9,shield,8
TurtlePaladin,NetGun,Legendary,0.8889,68.008,76.51,7.2,shield,20
TurtlePaladin,NetGun,Unique,0.8889,58.941,66.308,7.74,shield,20
TurtlePaladin,NetGun,Rare,0.8889,52.14,58.657,8.28,shield,20
TurtlePaladin,NetGun,Common,0.8889,45.339,51.006,9,shield,20
TurtlePaladin,SludgeHose,Legendary,0.9412,95.855,101.845,7.2,shield,22
TurtlePaladin,SludgeHose,Unique,0.9412,83.074,88.266,7.74,shield,22
TurtlePaladin,SludgeHose,Rare,0.9412,73.488,78.081,8.28,shield,22
TurtlePaladin,SludgeHose,Common,0.9412,63.903,67.897,9,shield,22
TurtlePaladin,FinaleRocket,Legendary,1.2308,144.505,117.41,7.2,shield,30
TurtlePaladin,FinaleRocket,Unique,1.2308,125.237,101.755,7.74,shield,30
TurtlePaladin,FinaleRocket,Rare,1.2308,110.787,90.014,8.28,shield,30
TurtlePaladin,FinaleRocket,Common,1.2308,96.336,78.273,9,shield,30
TurtlePaladin,HOAClipboard,Legendary,0.6957,81.931,117.777,7.2,shield,8
TurtlePaladin,HOAClipboard,Unique,0.6957,71.007,102.073,7.74,shield,8
TurtlePaladin,HOAClipboard,Rare,0.6957,62.814,90.295,8.28,shield,8
TurtlePaladin,HOAClipboard,Common,0.6957,54.621,78.518,9,shield,8
TurtlePaladin,BoogieBoard,Legendary,0.7619,88.893,116.672,7.2,shield,11
TurtlePaladin,BoogieBoard,Unique,0.7619,77.041,101.116,7.74,shield,11
TurtlePaladin,BoogieBoard,Rare,0.7619,68.151,89.449,8.28,shield,11
TurtlePaladin,BoogieBoard,Common,0.7619,59.262,77.781,9,shield,11
